ID,Name,StateID,PostCode,GPSCoordinates,UpperLeft,LowerRight,LastUpdated,Deleted
194,ALVIE,5,3249,"143.4819010,-38.2443210,0","143.4178713,-38.2092596","143.5459307,-38.2793655",15/4/2011 16:29:04,0
195,ALYANGULA,8,0885,"136.4224871,-13.8528647,0","136.4064797,-13.8420310","136.4384945,-13.8636979",10/11/2011 13:01:55,0
196,AMAMOOR,2,4570,"152.6749890,-26.3452400,0","152.6109593,-26.3052368","152.7390187,-26.3852294",15/4/2011 16:29:04,0
197,AMAMOOR CREEK,2,4570,"152.5633090,-26.3595220,0","152.4352496,-26.2795116","152.6913684,-26.4394771",15/4/2011 16:29:04,0
198,AMAROO,1,2866,"148.9289340,-33.1840940,0","148.8649043,-33.1467328","148.9929637,-33.2214392",15/4/2011 16:29:04,0
199,AMAROO,7,2914,"149.1258770,-35.1703340,0","149.1098696,-35.1612125","149.1418844,-35.1794545",15/4/2011 16:29:04,0
200,AMAROO,2,4829,"139.6731210,-23.3938650,0","138.6486459,-22.7368456","140.6975961,-24.0476411",15/4/2011 16:29:04,0
201,AMATA,8,0872,"131.6068720,-25.9627160,0","131.5120840,-25.9105050","131.6692410,-25.9985380",10/11/2011 13:02:48,0
202,AMBANIA,6,6632,"115.1187980,-28.6953210,0","114.8626792,-28.5386020","115.3749168,-28.8518057",15/4/2011 16:29:04,0
203,AMBARVALE,1,2560,"150.8036440,-34.0804670,0","150.7716292,-34.0619817","150.8356588,-34.0989482",15/4/2011 16:29:04,0
204,AMBER,2,4871,"144.3156600,-17.7473120,0","143.8034224,-17.4069274","144.8278976,-18.0870506",15/4/2011 16:29:04,0
205,AMBERGATE,6,6280,"115.3262770,-33.7116260,0","115.2622473,-33.6744913","115.3903067,-33.7487447",15/4/2011 16:29:04,0
206,AMBERLEY,2,4306,"152.7023990,-27.6404310,0","152.6703842,-27.6206600","152.7344138,-27.6601984",15/4/2011 16:29:04,0
207,AMBLESIDE,4,7310,"146.3729480,-41.2061240,0","146.3569406,-41.1977288","146.3889554,-41.2145181",15/4/2011 16:29:04,0
208,AMBROSE,2,4695,"150.9267960,-23.7856820,0","150.8627663,-23.7448346","150.9908257,-23.8265165",15/4/2011 16:29:04,0
209,AMBY,2,4462,"148.1868970,-26.5492090,0","147.9307782,-26.3893957","148.4430158,-26.7087998",15/4/2011 16:29:04,0
210,AMELUP,6,6338,"118.2208780,-34.2384670,0","117.9647592,-34.0907482","118.4769968,-34.3859270",15/4/2011 16:29:04,0
211,AMERICAN BEACH,3,5222,"137.8764990,-35.7769430,0","137.8444842,-35.7588360","137.9085138,-35.7950459",15/4/2011 16:29:04,0
212,AMERICAN RIVER,3,5221,"137.7799560,-35.7730490,0","137.7479412,-35.7549411","137.8119708,-35.7911528",15/4/2011 16:29:04,0
213,AMHERST,5,3371,"143.6701660,-37.1464660,0","143.6061363,-37.1108817","143.7341957,-37.1820335",15/4/2011 16:29:04,0
214,AMIENS,2,4380,"151.8010930,-28.5836220,0","151.7370633,-28.5444225","151.8651227,-28.6228069",15/4/2011 16:29:04,0
215,AMITY,2,4183,"153.4596584,-27.4038953,0","153.4436510,-27.3939890","153.4756658,-27.4138007",15/4/2011 16:29:04,0
216,AMITY POINT,2,4183,"153.4401400,-27.3964850,0","153.4241326,-27.3865780","153.4561474,-27.4063911",15/4/2011 16:29:04,0
217,AMOONGUNA,8,0872,"133.9351020,-23.7596080,0","133.9190946,-23.7493953","133.9511094,-23.7698199",10/11/2011 13:02:48,0
218,AMOR,5,3825,"146.3998040,-37.9412420,0","146.3837966,-37.9324418","146.4158114,-37.9500411",15/4/2011 16:29:04,0
219,AMPHITHEATRE,5,3468,"143.3999150,-37.1823440,0","143.2718556,-37.1111925","143.5279744,-37.2534285",15/4/2011 16:29:04,0
220,AMPILATWATJA,8,0872,"135.2245270,-21.6528830,0","135.2215174,-21.6499339","135.2278126,-21.6562291",10/11/2011 13:02:48,0
221,AMYTON,3,5431,"138.3273940,-32.6034340,0","138.2633643,-32.5658273","138.3914237,-32.6410250",15/4/2011 16:29:04,0
222,ANABRANCH,1,2648,"141.7301390,-33.5448720,0","141.2179014,-33.2467711","142.2423766,-33.8419481",15/4/2011 16:29:04,0
223,ANAKIE,5,3221,"144.2538620,-37.8968430,0","144.1258026,-37.8263695","144.3819214,-37.9672490",15/4/2011 16:29:04,0
224,ANAKIE,2,4702,"147.7469900,-23.5521120,0","147.4908712,-23.3883544","148.0031088,-23.7156659",15/4/2011 16:29:04,0
225,ANAMA,3,5464,"138.5534650,-33.7170960,0","138.4894353,-33.6799636","138.6174947,-33.7542123",15/4/2011 16:29:04,0
226,ANAMBAH,1,2320,"151.4951330,-32.6760680,0","151.4631182,-32.6572819","151.5271478,-32.6948502",15/4/2011 16:29:04,0
227,ANATYE,8,0872,"136.4954090,-23.3794380,0","134.4464588,-22.0620873","138.5443592,-24.6838240",10/11/2011 13:02:48,0
228,ANCONA,5,3715,"145.7905390,-36.9722660,0","145.7265093,-36.9366000","145.8545687,-37.0079153",15/4/2011 16:29:04,0
229,ANDAMOOKA,3,5722,"137.0739270,-30.7652360,0","136.9481400,-30.7306900","137.1980600,-30.7987400",15/4/2011 16:29:04,0
230,ANDERGROVE,2,4740,"149.1853330,-21.0969370,0","149.1533182,-21.0761153","149.2173478,-21.1177557",15/4/2011 16:29:04,0
231,ANDERLEIGH,2,4570,"152.6735830,-25.9984210,0","152.6095533,-25.9582987","152.7376127,-26.0385296",15/4/2011 16:29:04,0
232,ANDERSON,5,3995,"145.4467310,-38.5276050,0","145.4307236,-38.5188755","145.4627384,-38.5363335",15/4/2011 16:29:04,0
233,ANDO,1,2631,"149.2612110,-36.7399310,0","149.1331516,-36.6683652","149.3892704,-36.8114301",15/4/2011 16:29:04,0
234,ANDOVER,4,7120,"147.4606430,-42.3299960,0","147.3325836,-42.2639705","147.5887024,-42.3959523",15/4/2011 16:29:04,0
235,ANDREWS,3,5454,"138.6312370,-33.5989970,0","138.5672073,-33.5618137","138.6952667,-33.6361643",15/4/2011 16:29:04,0
236,ANDREWS FARM,3,5114,"138.6667780,-34.6714610,0","138.6507706,-34.6622839","138.6827854,-34.6806371",15/4/2011 16:29:04,0
237,ANDROMACHE,2,4800,"148.4200020,-20.5845210,0","148.1638832,-20.4173000","148.6761208,-20.7515589",15/4/2011 16:29:04,0
238,ANDURAMBA,2,4355,"152.0858830,-27.1346130,0","152.0218533,-27.0948863","152.1499127,-27.1743256",15/4/2011 16:29:04,0
239,ANEMBO,1,2621,"149.4283300,-35.8054480,0","149.1722112,-35.6605286","149.6844488,-35.9501035",15/4/2011 16:29:04,0
240,ANGAS PLAINS,3,5255,"138.9975140,-35.3171690,0","138.9334843,-35.2807427","139.0615437,-35.3535789",15/4/2011 16:29:04,0
241,ANGAS VALLEY,3,5238,"139.3061560,-34.7551330,0","139.2421263,-34.7184554","139.3701857,-34.7917943",15/4/2011 16:29:04,0
242,ANGASTON,3,5353,"139.0468290,-34.5011490,0","138.9187696,-34.4275528","139.1748884,-34.5746802",15/4/2011 16:29:04,0
243,ANGELO RIVER,6,6642,"118.0104220,-24.0786020,0","115.9614718,-22.7681147","120.0593722,-25.3758308",15/4/2011 16:29:04,0
244,ANGLE PARK,3,5010,"138.5606730,-34.8591330,0","138.5446656,-34.8499767","138.5766804,-34.8682883",15/4/2011 16:29:04,0
245,ANGLE VALE,3,5117,"138.6466040,-34.6407720,0","138.6145892,-34.6224099","138.6786188,-34.6591300",15/4/2011 16:29:04,0
246,ANGLEDALE,1,2550,"149.8571540,-36.6357500,0","149.7931243,-36.5999270","149.9211837,-36.6715564",15/4/2011 16:29:04,0
247,ANGLEDOOL,1,2834,"147.9025620,-29.1131220,0","146.8780869,-28.4873479","148.9270371,-29.7351131",15/4/2011 16:29:04,0
248,ANGLERS REACH,1,2629,"148.6648480,-35.9991960,0","148.6008183,-35.9630794","148.7288777,-36.0352961",15/4/2011 16:29:04,0
249,ANGLERS REST,5,3898,"147.4514127,-37.0143314,0","147.3233533,-36.9430221","147.5794721,-37.0855739",15/4/2011 16:29:04,0
250,ANGLESEA,5,3230,"144.1892680,-38.4051290,0","144.0612086,-38.3351446","144.3173274,-38.4750457",15/4/2011 16:29:04,0
251,ANGOURIE,1,2464,"153.3599640,-29.4810120,0","153.2959343,-29.4421516","153.4239937,-29.5198575",15/4/2011 16:29:04,0
252,ANKETELL,6,6167,"115.8704920,-32.2276930,0","115.8384772,-32.2088132","115.9025068,-32.2465689",15/4/2011 16:29:04,0
253,ANMATJERE,8,0872,"133.4646520,-22.0082750,0","131.4157018,-20.6780426","135.5136022,-23.3261409",10/11/2011 13:02:48,0
254,ANNA BAY,1,2316,"152.0832740,-32.7769190,0","152.0512592,-32.7581541","152.1152888,-32.7956800",15/4/2011 16:29:04,0
255,ANNADALE,3,5356,"139.3884180,-34.3893150,0","139.3243883,-34.3524758","139.4524477,-34.4261380",15/4/2011 16:29:04,0
256,ANNANDALE,1,2038,"151.1706810,-33.8814350,0","151.1546736,-33.8721712","151.1866884,-33.8906978",15/4/2011 16:29:04,0
257,ANNANDALE,2,4814,"146.7745760,-19.3178180,0","146.7425612,-19.2967571","146.8065908,-19.3388762",15/4/2011 16:29:04,0
258,ANNANGROVE,1,2156,"150.9435050,-33.6577720,0","150.9114902,-33.6391950","150.9755198,-33.6763450",15/4/2011 16:29:04,0
259,ANNERLEY,2,4103,"153.0318320,-27.5116090,0","153.0158246,-27.5017123","153.0478394,-27.5215048",15/4/2011 16:29:04,0
260,ANNERLEY DC,2,4103,"153.0287396,-27.5115530,0","153.0147578,-27.4965479","153.0427215,-27.5265580",15/4/2011 16:29:04,0
261,ANNIEBROOK,6,6280,"115.1508750,-33.6648070,0","115.1188602,-33.6462315","115.1828898,-33.6833785",15/4/2011 16:29:04,0
262,ANNUELLO,5,3549,"142.8301170,-34.8476990,0","142.5739982,-34.7010555","143.0862358,-34.9940816",15/4/2011 16:29:04,0
263,ANSONS BAY,4,7264,"148.2683400,-41.0378870,0","148.0122212,-40.9030901","148.5244588,-41.1724084",15/4/2011 16:29:04,0
264,ANSTEAD,2,4070,"152.8722700,-27.5455910,0","152.8402552,-27.5258029","152.9042848,-27.5653755",15/4/2011 16:29:04,0
265,ANTECHAMBER BAY,3,5222,"138.0727150,-35.8017410,0","138.0086853,-35.7655342","138.1367447,-35.8379313",15/4/2011 16:29:04,0
266,ANTEWENEGERRDE,8,0872,,,,10/11/2011 13:02:48,0
267,ANTHONY,2,4310,"152.6840780,-27.8781770,0","152.6520632,-27.8584491","152.7160928,-27.8979013",15/4/2011 16:29:04,0
268,ANTIGUA,2,4650,"152.6025310,-25.6382130,0","152.5705162,-25.6180925","152.6345458,-25.6583301",15/4/2011 16:29:04,0
269,ANTILL PONDS,4,7120,"147.4013520,-42.2040060,0","147.2732926,-42.1378485","147.5294114,-42.2700943",15/4/2011 16:29:04,0
270,ANTONYMYRE,6,6714,"117.0933710,-20.6631630,0","116.9653116,-20.5796184","117.2214304,-20.7466617",15/4/2011 16:29:04,0
271,ANTWERP,5,3414,"142.0245570,-36.2984180,0","141.7684382,-36.1544018","142.2806758,-36.4421688",15/4/2011 16:29:04,0
272,ANULA,8,0812,"130.8901500,-12.3919100,0","130.8741426,-12.3810117","130.9061574,-12.4028078",10/11/2011 13:05:05,0
273,APAMURRA,3,5237,"139.1967700,-34.8552420,0","139.1807626,-34.8460853","139.2127774,-34.8643977",15/4/2011 16:29:04,0
274,APOINGA,3,5413,"138.9375810,-33.9280760,0","138.8735513,-33.8910351","139.0016107,-33.9651008",15/4/2011 16:29:04,0
275,APOLLO BAY,5,3233,"143.6704320,-38.7484340,0","143.5423726,-38.6787830","143.7984914,-38.8180171",15/4/2011 16:29:04,0
276,APOLLO BAY,4,7150,"147.2960930,-43.1591200,0","147.2640782,-43.1428393","147.3281078,-43.1753964",15/4/2011 16:29:04,0
277,APPILA,3,5480,"138.4280800,-33.0505370,0","138.3000206,-32.9756851","138.5561394,-33.1253253",15/4/2011 16:29:04,0
278,APPIN,1,2560,"150.7874790,-34.2008910,0","150.7234493,-34.1639691","150.8515087,-34.2377968",15/4/2011 16:29:04,0
279,APPIN,5,3579,"143.8698410,-35.9083630,0","143.8058113,-35.8722048","143.9338707,-35.9445047",15/4/2011 16:29:04,0
280,APPIN PARK,5,3677,"146.3195093,-36.3676414,0","146.2677859,-36.3286362","146.3712327,-36.4066467",15/4/2011 16:29:04,0
281,APPIN SOUTH,5,3579,"143.8599050,-35.9409640,0","143.7958753,-35.9048207","143.9239347,-35.9770908",15/4/2011 16:29:04,0
282,APPLE TREE CREEK,2,4660,"152.2339980,-25.2152100,0","152.1699683,-25.1748241","152.2980277,-25.2555825",15/4/2011 16:29:04,0
283,APPLE TREE FLAT,1,2850,"149.7050470,-32.6852170,0","149.6730322,-32.6664328","149.7370618,-32.7039973",15/4/2011 16:29:04,0
284,APPLEBY,1,2340,"150.8251480,-30.9649280,0","150.7931332,-30.9457905","150.8571628,-30.9840616",15/4/2011 16:29:04,0
285,APPLECROSS,6,6153,"115.8332230,-32.0194000,0","115.8172156,-32.0099390","115.8492304,-32.0288600",15/4/2011 16:29:04,0
286,APPLECROSS NORTH,6,6153,"115.8332230,-32.0194000,0","115.8172156,-32.0099390","115.8492304,-32.0288600",15/4/2011 16:29:04,0
287,APPLETHORPE,2,4378,"151.9554910,-28.6139480,0","151.8914613,-28.5747598","152.0195207,-28.6531216",15/4/2011 16:29:04,0
288,APPLETREE FLAT,1,2330,"150.8648480,-32.5123050,0","150.8328332,-32.4934845","150.8968628,-32.5311216",15/4/2011 16:29:04,0
289,APSLAWN,4,7190,"148.1648720,-41.9566230,0","148.0368126,-41.8902072","148.2929314,-42.0229696",15/4/2011 16:29:04,0
290,APSLEY,1,2820,"148.9639250,-32.5983560,0","148.8998953,-32.5607471","149.0279547,-32.6359491",15/4/2011 16:29:04,0
291,APSLEY,5,3319,"141.0807480,-36.9675570,0","140.9526886,-36.8962039","141.2088074,-37.0388433",15/4/2011 16:29:04,0
292,APSLEY,4,7030,"147.1383080,-42.4181200,0","147.0742783,-42.3851622","147.2023377,-42.4510605",15/4/2011 16:29:04,0
293,ARABLE,1,2630,"148.9455340,-36.3673680,0","148.8174746,-36.2954567","149.0735934,-36.4392129",15/4/2011 16:29:04,0
294,ARAKOON,1,2431,"153.0669550,-30.8882310,0","153.0509476,-30.8786551","153.0829624,-30.8978060",15/4/2011 16:29:04,0
295,ARALUEN,8,0870,"133.8495360,-23.7023890,0","133.8335286,-23.6921718","133.8655434,-23.7126054",10/11/2011 13:04:13,0
296,ARALUEN,1,2622,"149.8121490,-35.6469300,0","149.7481193,-35.6106528","149.8761787,-35.6831908",15/4/2011 16:29:04,0
297,ARALUEN,2,4570,"152.6676690,-26.1594920,0","152.6516616,-26.1494765","152.6836764,-26.1695067",15/4/2011 16:29:04,0
298,ARAMAC,2,4726,"145.2454300,-22.9721600,0","145.1814003,-22.9310614","145.3094597,-23.0132462",15/4/2011 16:29:04,0
299,ARAMARA,2,4620,"152.3259240,-25.6112750,0","152.2618943,-25.5710215","152.3899537,-25.6515150",15/4/2011 16:29:04,0
300,ARANA HILLS,2,4054,"152.9595380,-27.3975230,0","152.9435306,-27.3876161","152.9755454,-27.4074290",15/4/2011 16:29:04,0
301,ARANBANGA,2,4625,"151.6700670,-25.8068080,0","151.4139482,-25.6459764","151.9261858,-25.9674216",15/4/2011 16:29:04,0
302,ARANDA,7,2614,"149.0756480,-35.2579640,0","149.0596406,-35.2488523","149.0916554,-35.2670747",15/4/2011 16:29:04,0
303,ARAPILES,5,3409,"141.8768720,-36.7619740,0","141.8513470,-36.7589344","141.8940570,-36.7652296",15/4/2011 16:29:04,0
304,ARARAT,5,3377,"142.9282270,-37.2843010,0","142.8001676,-37.2132456","143.0562864,-37.3552894",15/4/2011 16:29:04,0
305,ARATULA,1,2714,"145.2924290,-35.7861960,0","145.0363102,-35.6412415","145.5485478,-35.9308866",15/4/2011 16:29:04,0
306,ARATULA,2,4309,"152.5486190,-27.9814560,0","152.5166042,-27.9617470","152.5806338,-28.0011614",15/4/2011 16:29:04,0
307,ARAWATA,5,3951,"145.8882180,-38.3949070,0","145.8562032,-38.3774148","145.9202328,-38.4123950",15/4/2011 16:29:04,0
308,ARBOUIN,2,4871,"143.9226250,-17.0271670,0","143.4103874,-16.6854528","144.4348626,-17.3682582",15/4/2011 16:29:04,0
309,ARBUCKLE,5,3858,"142.2475910,-35.1059660,0","142.2447059,-35.0791750","142.2510011,-35.1364640",15/4/2011 16:29:04,0
310,ARCADIA,1,2159,"151.0527260,-33.6231010,0","150.9886963,-33.5859280","151.1167557,-33.6602579",15/4/2011 16:29:04,0
311,ARCADIA,5,3631,"145.3625560,-36.5416040,0","145.2985263,-36.5057373","145.4265857,-36.5774541",15/4/2011 16:29:04,0
312,ARCADIA,2,4819,"146.8642300,-19.1510370,0","146.8482226,-19.1404962","146.8802374,-19.1615771",15/4/2011 16:29:04,0
313,ARCADIA SOUTH,5,3631,"145.3267000,-36.5996000,0","145.2626703,-36.5637602","145.3907297,-36.6354232",15/4/2011 16:29:04,0
314,ARCADIA VALE,1,2283,"151.5758150,-33.0603430,0","151.5598076,-33.0509910","151.5918224,-33.0696940",15/4/2011 16:29:04,0
315,ARCHDALE,5,3475,"143.5022950,-36.8309030,0","143.4382653,-36.7951709","143.5663247,-36.8666184",15/4/2011 16:29:04,0
316,ARCHDALE JUNCTION,5,3475,"143.5173110,-36.8849150,0","143.4532813,-36.8492081","143.5813407,-36.9206052",15/4/2011 16:29:04,0
317,ARCHER,8,0830,"130.9705870,-12.5118180,0","130.9385722,-12.4900311","131.0026018,-12.5336031",10/11/2011 13:03:33,0
318,ARCHER RIVER,2,4871,"142.9413740,-13.4291030,0","141.9168989,-12.7335277","143.9658491,-14.1226679",15/4/2011 16:29:04,0
319,ARCHERFIELD,2,4108,"153.0241650,-27.5683880,0","152.9921502,-27.5486040","153.0561798,-27.5881684",15/4/2011 16:29:04,0
320,ARCHERFIELD BC,2,4108,"153.0235905,-27.5670495,0","152.9912123,-27.5532404","153.0559687,-27.5808586",15/4/2011 16:29:04,0
321,ARCHERTON,5,3723,"146.2565070,-36.8944650,0","146.1284476,-36.8230435","146.3845664,-36.9658198",15/4/2011 16:29:04,0
322,ARCHIES CREEK,5,3995,"145.5540400,-38.5418740,0","145.5220252,-38.5244174","145.5860548,-38.5593264",15/4/2011 16:29:04,0
323,ARDATH,6,6419,"118.1027660,-32.0347550,0","117.8466472,-31.8832873","118.3588848,-32.1859726",15/4/2011 16:29:04,0
324,ARDEER,5,3022,"144.8017520,-37.7827160,0","144.7857446,-37.7738969","144.8177594,-37.7915341",15/4/2011 16:29:04,0
325,ARDGLEN,1,2338,"150.7855880,-31.7345050,0","150.7215583,-31.6965380","150.8496177,-31.7724565",15/4/2011 16:29:04,0
326,ARDING,1,2358,"151.5567450,-30.5885470,0","151.4927153,-30.5501182","151.6207747,-30.6269605",15/4/2011 16:29:04,0
327,ARDLETHAN,1,2665,"146.9034010,-34.3573550,0","146.6472822,-34.2098447","147.1595198,-34.5046061",15/4/2011 16:29:04,0
328,ARDMONA,5,3629,"145.2953660,-36.3785360,0","145.2313363,-36.3425938","145.3593957,-36.4144616",15/4/2011 16:29:04,0
329,ARDROSS,6,6153,"115.8414140,-32.0248790,0","115.8254066,-32.0154186","115.8574214,-32.0343385",15/4/2011 16:29:04,0
330,ARDROSSAN,3,5571,"137.9168050,-34.4229530,0","137.8527753,-34.3861286","137.9808347,-34.4597612",15/4/2011 16:29:04,0
331,AREEGRA,5,3480,"142.6314940,-36.2681430,0","142.5034346,-36.1961402","142.7595534,-36.3400795",15/4/2011 16:29:04,0
332,AREYONGA,8,0872,"132.2695550,-24.0743350,0","132.2645590,-24.0710844","132.2744970,-24.0773796",10/11/2011 13:02:48,0
333,ARGALONG,1,2720,"148.4538680,-35.3154960,0","148.1977492,-35.1696895","148.7099868,-35.4610401",15/4/2011 16:29:04,0
334,ARGENTON,1,2284,"151.6308790,-32.9348130,0","151.6148716,-32.9254477","151.6468864,-32.9441773",15/4/2011 16:29:04,0
335,ARGENTS HILL,1,2449,"152.7463260,-30.6219520,0","152.6822963,-30.5835365","152.8103557,-30.6603523",15/4/2011 16:29:04,0
336,ARGOON,1,2707,"145.6741460,-34.8582790,0","145.4180272,-34.7116544","145.9302648,-35.0046427",15/4/2011 16:29:04,0
337,ARGOON,2,4702,"150.4334840,-24.2551470,0","150.3054246,-24.1737368","150.5615434,-24.3365051",15/4/2011 16:29:04,0
338,ARGYLE,1,2350,"151.7916120,-30.5235710,0","151.7275823,-30.4851165","151.8556417,-30.5620103",15/4/2011 16:29:04,0
339,ARGYLE,5,3523,"144.7329860,-36.9441320,0","144.6689563,-36.9084528","144.7970157,-36.9797945",15/4/2011 16:29:04,0
340,ARGYLE,6,6239,"115.7663420,-33.5482150,0","115.7343272,-33.5296144","115.7983568,-33.5668116",15/4/2011 16:29:04,0
341,ARGYLL,2,4721,"147.5624980,-23.2773210,0","147.0502604,-22.9489262","148.0747356,-23.6049080",15/4/2011 16:29:04,0
342,ARIAH PARK,1,2665,"147.2212220,-34.3481050,0","146.9651032,-34.2005785","147.4773408,-34.4953724",15/4/2011 16:29:04,0
343,ARKAROOLA VILLAGE,3,5710,"139.3330910,-30.3162180,0","139.3131310,-30.3115310","139.3426620,-30.3362780",15/4/2011 16:29:04,0
344,ARKELL,1,2795,"149.3829520,-33.7277780,0","149.3189223,-33.6906502","149.4469817,-33.7648897",15/4/2011 16:29:04,0
345,ARKSTONE,1,2795,"149.6442500,-34.0424170,0","149.3881312,-33.8943557","149.9003688,-34.1902202",15/4/2011 16:29:04,0
346,ARMADALE,5,3143,"145.0191400,-37.8553160,0","145.0031326,-37.8465055","145.0351474,-37.8641254",15/4/2011 16:29:04,0
347,ARMADALE,6,6112,"116.0082740,-32.1523860,0","115.9762592,-32.1334905","116.0402888,-32.1712775",15/4/2011 16:29:04,0
348,ARMADALE NORTH,5,3143,"145.0191400,-37.8553160,0","145.0031326,-37.8465055","145.0351474,-37.8641254",15/4/2011 16:29:04,0
349,ARMAGH,3,5453,"138.5794300,-33.8367940,0","138.5474152,-33.8182557","138.6114448,-33.8553282",15/4/2011 16:29:04,0
350,ARMATREE,1,2831,"148.4076950,-31.4537260,0","148.1515762,-31.3013070","148.6638138,-31.6058974",15/4/2011 16:29:04,0
351,ARMIDALE,1,2350,"151.6689860,-30.5141660,0","151.6529786,-30.5045529","151.6849934,-30.5237782",15/4/2011 16:29:04,0
352,ARMSTRONG,5,3377,"142.8849860,-37.2100250,0","142.8529712,-37.1922499","142.9170008,-37.2277959",15/4/2011 16:29:04,0
353,ARMSTRONG BEACH,2,4737,"149.2895620,-21.4549140,0","149.2255323,-21.4133689","149.3535917,-21.4964473",15/4/2011 16:29:04,0
354,ARMSTRONG CREEK,2,4520,"152.8296510,-27.2257360,0","152.7656213,-27.1860417","152.8936807,-27.2654162",15/4/2011 16:29:04,0
355,ARNCLIFFE,1,2205,"151.1446898,-33.9363226,0","151.1286686,-33.9261022","151.1607111,-33.9465430",15/4/2011 16:29:04,0
356,ARNDELL PARK,1,2148,"150.8719590,-33.7872660,0","150.8559516,-33.7779920","150.8879664,-33.7965390",15/4/2011 16:29:04,0
357,ARNO BAY,3,5603,"136.5683450,-33.9119010,0","136.0561074,-33.6150674","137.0805826,-34.2077044",15/4/2011 16:29:04,0
358,ARNOLD,8,0852,"130.9934490,-12.4830690,0","130.9902224,-12.4801969","130.9965176,-12.4864921",10/11/2011 13:03:19,0
359,ARNOLD,5,3551,"143.8683710,-36.6908220,0","143.8043413,-36.6550246","143.9324007,-36.7266028",15/4/2011 16:29:04,0
360,ARNOLD WEST,5,3551,"143.7620500,-36.6617660,0","143.6980203,-36.6259551","143.8260797,-36.6975603",15/4/2011 16:29:04,0
361,AROONA,2,4551,"153.1131730,-26.7753770,0","153.0971656,-26.7654149","153.1291804,-26.7853382",15/4/2011 16:29:04,0
362,ARRAWARRA,1,2456,"153.1878900,-30.0595960,0","153.1718826,-30.0499382","153.2038974,-30.0692528",15/4/2011 16:29:04,0
363,ARRAWARRA HEADLAND,1,2456,"153.2027380,-30.0597710,0","153.1867306,-30.0501133","153.2187454,-30.0694278",15/4/2011 16:29:04,0
364,ARRIGA,2,4880,"145.3019930,-17.1099080,0","145.1739336,-17.0245752","145.4300524,-17.1952017",15/4/2011 16:29:04,0
365,ARRINO,6,6519,"115.6283680,-29.4400610,0","115.3722492,-29.2844675","115.8844868,-29.5954164",15/4/2011 16:29:04,0
366,ARROWSMITH,6,6525,"115.0699300,-29.5435580,0","114.5576924,-29.2324501","115.5821676,-29.8537114",15/4/2011 16:29:04,0
367,ARROWSMITH EAST,6,6519,"115.3401330,-29.6145950,0","115.0840142,-29.4592691","115.5962518,-29.7696820",15/4/2011 16:29:04,0
368,ARTARMON,1,2064,"151.1856550,-33.8094260,0","151.1696476,-33.8001544","151.2016624,-33.8186966",15/4/2011 16:29:04,0
369,ARTHUR RIVER,6,6315,"117.0341720,-33.3380530,0","116.7780532,-33.1887756","117.2902908,-33.4870749",15/4/2011 16:29:04,0
